ID;Especialidad;Marca;Pais_Origen;Variedad_tipo_cafe;Nombre_producto;Description;Fuente_puntuacion;Puntuacion_oficial;Notas_cata;Formato_cafe;Cafeina;Tueste;Proceso;Ratio_recomendado;Molienda_recomendada;Aroma;Sabor;Retrogusto;Acidez;Cuerpo;Uniformidad;Dulzura;Total_puntuacion;cod_barras;url_image;url_producto
CG-decaf-santuario-colombia-sensorial;Arábica;Sensorial;Colombia;Caturra;Decaf Specialty Coffee from COLOMBIA Sensorial;Decaf Specialty Coffee from COLOMBIA Sensorial (Sensorial) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Perfecto cuando quieres café… pero no más cafeína. De los que ganan puntos a medida que se enfría la taza.;;;panela, caramelo, fruta tropical, equilibrio, cacao;grano;no;Medio;lavado;;media;6;8;8;10;8;10;8;58;;https://cafegourmet.es/1705-large_default/decaf-specialty-coffee-from-colombia-sensorial.jpg;https://cafegourmet.es/en/decaf/decaf-specialty-coffee-from-colombia-sensorial.html
CG-blend-fuga-india-ethiopia-wattios;Mezcla;Wattios Coffee;India, Etiopía;;Blend Specialty Coffee Fuga;Blend Specialty Coffee Fuga (Wattios Coffee) trae un perfil que recuerda a jazmín y cítricos. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;equilibrio, brillante, definido, melocotón, cítrico;grano;si;medio;lavado;;media;10;8;10;10;8;10;8;64;;https://cafegourmet.es/1368-large_default/blend-specialty-coffee-fuga-ethiopia-india-wattios.jpg;https://cafegourmet.es/en/blend/blend-specialty-coffee-fuga-ethiopia-india-wattios.html
MARCILLA-0AB48CDE;Mezcla;Marcilla;España;;Gran Aroma Mezcla;Gran Aroma Mezcla (Marcilla) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto.;;;caramelo, taza limpia, brillante, equilibrio, definido;molido;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.marcilla.com/cdn-cgi/image/width=400,fit=contain,format=auto,onerror=redirect/siteassets/products/ground/1-gran-aroma-mazcla-front.png;https://www.marcilla.com/productos/cafe-marcilla-aroma-mezcla/
MARCILLA-C932708B;Mezcla;Marcilla;España;;Gran Aroma Extra Fuerte;Gran Aroma Extra Fuerte (Marcilla) trae un perfil que recuerda a equilibrio y sabor fácil. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;aroma amable, equilibrado, cacao, definido, equilibrio;molido;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.marcilla.com/cdn-cgi/image/width=400,fit=contain,format=auto,onerror=redirect/siteassets/products/ground/1-gran-aroma-extra-fuerte-front.png;https://www.marcilla.com/productos/gran-aroma-extra/
MARCILLA-FD01ACC3;Mezcla;Marcilla;España;;Gran Aroma Natural (Molido);Gran Aroma Natural (Molido) (Marcilla) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;caramelo, equilibrado, taza limpia, equilibrio, cacao;molido;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.marcilla.com/cdn-cgi/image/width=400,fit=contain,format=auto,onerror=redirect/siteassets/products/ground/1-gran-aroma-natural-front.png;https://www.marcilla.com/productos/gran-aroma-natural-molido/
MARCILLA-A77BE0DC;Mezcla;Marcilla;España;;Gran Aroma Natural (Grano);Gran Aroma Natural (Grano) (Marcilla) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;dulzor, cacao, taza limpia, brillante, definido;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.marcilla.com/cdn-cgi/image/width=400,fit=contain,format=auto,onerror=redirect/siteassets/products/grain/marcilla-grano-gran-aroma-natural.png;https://www.marcilla.com/productos/gran-aroma-natural-grano/
CARREFOUR-332D130E;Mezcla;Marcilla;España;;Café molido mezcla descafeinado Gran Aroma;Café molido mezcla descafeinado Gran Aroma (Marcilla) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un descafeinado pensado para que no eches nada de menos.;;;brillante, definido, dulzor, frutos secos, caramelo;molido;no;medio;lavado;;media;6;8;8;10;8;10;8;58;;https://static.carrefour.es/hd_510x_/img_pim_food/425542_00_1.jpg;https://www.carrefour.es/supermercado/cafe-molido-mezcla-descafeinado-gran-aroma-marcilla-200-g/R-731741853/p
LAVAZZA-61C002A4;Mezcla;Lavazza;África, América del Sur, Sudeste de Asia;;Qualità Rossa (Café en grano);Qualità Rossa (Café en grano) (Lavazza) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto.;;;brillante, cacao, definido, caramelo, equilibrio;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.lavazza.es/content/dam/lavazza-athena/ca/b2c/pdp-pag-prodotto/coffee/hero-product-banner/main-assets-coffee/qualita-rossa/3044-d-qualita_rossa-beans_340.png;https://www.lavazza.es/es/cafe-en-grano/qualita-rossa
LAVAZZA-1446FFC6;Mezcla;Lavazza;Brasil, África;;Qualità Rossa (Café molido);Qualità Rossa (Café molido) (Lavazza) trae un perfil que recuerda a cuerpo redondo y dulce. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;dulzor, baja acidez, taza limpia, chocolate con leche, avellana;molido;si;medio;lavado;;media;8;8;10;8;10;10;10;64;;https://www.lavazza.es/content/dam/lavazza-athena/b2c/pdp-pag-prodotto/coffee/hero-product-banner/2-main-asset-coffee/rossa/3616-d-rossa-ground.png;https://www.lavazza.es/es/cafe-molido/qualita-rossa
ILLY-BFB627C3;Arábica;illy;Italia;;Café en grano de tueste CLASSICO;Café en grano de tueste CLASSICO (illy) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto.;;;definido, dulzor, taza limpia, cacao, brillante;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dwadb917b2/products/sfra/coffee/High1x/7577ME_High_1x_01.png?q=75;https://www.illy.com/es-es/cafe/cafe-en-grano/cafe-en-grano-de-tueste-classico-250g/7577ME.html
ILLY-8E793681;Arábica;illy;Guatemala;;Café en grano Arabica Selection Guatemala;Café en grano Arabica Selection Guatemala (illy) trae un perfil que recuerda a chocolate y especias suaves. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto.;;;frutos secos, cacao, taza limpia, toffee, brillante;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dwe14643f7/products/sfra/coffee/High1x/7139ME_High_1x_01.png?q=75;https://www.illy.com/es-es/cafe/cafe-en-grano/arabica-selection-guatemala-250gr/7139ME.html
ILLY-F460B269;Arábica;illy;Brasil;;Café en grano Arabica Selection Brasil;Café en grano Arabica Selection Brasil (illy) trae un perfil que recuerda a chocolate con leche y nuez. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;definido, baja acidez, chocolate con leche, taza limpia, caramelo;grano;si;medio;lavado;;media;8;8;10;8;10;10;10;64;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dw1508895e/products/sfra/coffee/High1x/A116ME_High_1x_01.png?q=75;https://www.illy.com/es-es/cafe/cafe-en-grano/arabica-selection-brazil-250gr/A148ME.html
MEDIAMARKT-47595C6F;Mezcla;Marcilla;España;;Café en grano Marcilla Gran Aroma;Café en grano Marcilla Gran Aroma (Marcilla) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;brillante, dulzor, caramelo, equilibrio, aroma amable;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;8,41009E+12;https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_165661331?x=536&y=402&format=jpg&quality=80&sp=yes&strip=yes&trim&ex=536&ey=402&align=center&resizesource&unsharp=1.5x1+0.7+0.02&cox=0&coy=0&cdx=536&cdy=402;https://www.mediamarkt.es/es/product/_cafe-en-grano-marcilla-gran-aroma-natural-500g-1609934.html
LAVAZZA-CREMA-E-GUSTO-MOLIDO-250;Mezcla;Lavazza;América del Sur, Sudeste de Asia;;Crema e Gusto Classico (café molido);Crema e Gusto Classico (café molido) (Lavazza) trae un perfil que recuerda a perfil redondo y amable. y mantiene un carácter más cremoso y goloso, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto.;;;cuerpo, cacao, aroma amable, frutos secos, equilibrado;molido;si;medio-oscuro;No especificado;;media;6;6;6;4;8;6;6;42;;https://www.lavazza.es/content/dam/lavazza-athena/b2c/pdp-pag-prodotto/coffee/hero-product-banner/2-main-asset-coffee/crema-e-gusto/3891-d-crema_e_gusto-ground.png;https://www.lavazza.es/es/cafe-molido/crema-e-gusto
LAVAZZA-CREMA-E-GUSTO-GRANO-1KG;Mezcla;Lavazza;África, América del Sur, Sudeste de Asia;;Crema e Gusto Classico (café en grano);Crema e Gusto Classico (café en grano) (Lavazza) trae un perfil que recuerda a una taza versátil y disfrutona. y mantiene un carácter más cremoso y goloso, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;frutos secos, caramelo, cacao, cuerpo, equilibrado;grano;si;medio-oscuro;No especificado;;gruesa;6;6;6;4;8;6;6;42;;https://www.lavazza.es/content/dam/lavazza-athena/de/b2c/pdp-pag-prodotto/coffee/hero-product-bannner/2-main_assets_coffee/crema_e_gusto/2338-d-crema_e_gusto-beans-1000.png;https://www.lavazza.es/es/cafe-en-grano/crema-e-gusto-classico
LAVAZZA-CREMA-E-AROMA-GRANO-1KG;Mezcla;Lavazza;América Central;;Crema e Aroma (café en grano);Crema e Aroma (café en grano) (Lavazza) trae un perfil que recuerda a equilibrio y sabor fácil. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;caramelo, dulzor, equilibrado, cacao, frutos secos;grano;si;medio;No especificado;;gruesa;6;6;6;6;6;6;6;42;;https://www.lavazza.es/content/dam/lavazza-athena/b2b-uk/pdp/coffee/hero-product-banner/2-main-assest-coffee/crema_e_aroma/2490-crema_e_aroma/2490-d-crema_e_aroma.png;https://www.lavazza.es/es/business/cafe-en-grano/crema-e-aroma
ILLY-ARABICA-SELECTION-COLOMBIA-250G;Arábica;illy;Colombia;;Café en grano Arabica Selection Colombia;Café en grano Arabica Selection Colombia (illy) trae un perfil que recuerda a equilibrio dulce y limpio. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto.;;;cacao, equilibrio, dulzor, manzana, caramelo;grano;si;medio;No especificado;;gruesa;8;8;8;8;8;8;8;56;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dwd06c15de/products/sfra/coffee/High1x/7141ME_High_1x_01.png?q=75;https://www.illy.com/es-es/cafe/cafe-en-grano/arabica-selection-colombia-250gr/7141ME.html
ILLY-MOLIDO-ESPRESSO-CLASSICO-250G;Arábica;illy;Colombia;;Café molido espresso de tueste CLASSICO;Café molido espresso de tueste CLASSICO (illy) trae un perfil que recuerda a equilibrio dulce y limpio. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto.;;;cacao, manzana, dulzor, fruta tropical, panela;molido;si;medio;No especificado;;fina;8;8;8;8;8;8;8;56;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dw5adbc60b/products/sfra/coffee/High1x/7983ME_High_1x_01.png?q=75;https://www.illy.com/es-es/eshop/cafe/cafe-molido/tueste-clasico-250g/7983ME
ILLY-MOLIDO-MOKA-CLASSICO-250G;Arábica;illy;Colombia;;Café molido para moka de tueste CLASSICO;Café molido para moka de tueste CLASSICO (illy) trae un perfil que recuerda a panela y cacao. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;manzana, caramelo, cacao, equilibrio, panela;molido;si;medio;No especificado;;media;8;8;8;8;8;8;8;56;;https://www.illy.com/dw/image/v2/BBDD_PRD/on/demandware.static/-/Sites-masterCatalog_illycaffe/default/dwdcc431eb/products/sfra/coffee/High1x/8866ST_High_1x_01.png?q=75;https://www.illy.com/es-es/cafe/cafe-molido/cafe-molido-de-tueste-clasico/8866ST.html
NPRO-DG-LUNGO-16-5011546498423;Arábica;NESCAFÉ Dolce Gusto;España;;NESCAFÉ Dolce Gusto Lungo;NESCAFÉ Dolce Gusto Lungo (NESCAFÉ Dolce Gusto) trae un perfil que recuerda a equilibrio y sabor fácil. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Todo el sabor, cero complicaciones: pulsas y listo. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;intenso, equilibrio, caramelo, crema, tostado;capsula;si;medio;No especificado;;fina;6;6;6;6;6;6;6;42;5,01155E+12;https://www.nestleprofessional.es/sites/default/files/styles/np_product_detail/public/2022-06/LUNGO-ES-PT-43853357-3D-PACK-OP.webp?itok=0VGDTUA4;https://www.nestleprofessional.es/cafe-bebidas-hosteleria/cafe-capsulas-monodosis/nescafe-dolce-gusto-lungo
NPRO-DG-ESPRESSO-INTENSO-16-7613036862295;Mezcla;NESCAFÉ Dolce Gusto;España;;NESCAFÉ Dolce Gusto Espresso intenso;NESCAFÉ Dolce Gusto Espresso intenso (NESCAFÉ Dolce Gusto) trae un perfil que recuerda a perfil redondo y amable. y mantiene un carácter más cremoso y goloso, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Todo el sabor, cero complicaciones: pulsas y listo. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;crema, tostado, aroma amable, intenso, frutos secos;capsula;si;medio-oscuro;No especificado;;fina;6;6;6;6;6;6;6;42;7,61304E+12;https://www.nestleprofessional.es/cafe-bebidas-hosteleria/cafe-capsulas-monodosis/nescafe-dolce-gusto-espresso-intenso;https://www.nestleprofessional.es/cafe-bebidas-hosteleria/cafe-capsulas-monodosis/nescafe-dolce-gusto-espresso-intenso
OKSUPER-8410091170049;Mezcla;Marcilla;España;;Café Molido Natural Marcilla;Café Molido Natural Marcilla (Marcilla) trae un perfil que recuerda a perfil redondo y amable. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto.;;;equilibrado, dulzor, equilibrio, cacao, aroma amable;molido;si;medio;No especificado;;media;6;6;6;6;6;6;6;42;8,41009E+12;https://www.nestleprofessional.es/sites/default/files/styles/np_product_detail/public/2022-06/ESPRESSO-INTENSO-%28EXTRA-CREMA%29-ES-PT-43910595-3D-PACK-OP.webp?itok=xuGtfB9W;https://oksuper.es/cafe-molido/5917-cafe-molido-natural-marcilla-250gr-8410091170049.html
CARREFOUR-R-526626912;Mezcla;Marcilla;España;;Café en grano mezcla Marcilla Gran Aroma;Café en grano mezcla Marcilla Gran Aroma (Marcilla) trae un perfil que recuerda a una taza versátil y disfrutona. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto.;;;equilibrio, caramelo, equilibrado, frutos secos, dulzor;grano;si;medio;No especificado;;gruesa;6;6;6;6;6;6;6;42;;https://static.carrefour.es/hd_510x_/img_pim_food/036479_00_1.jpg;https://www.carrefour.es/supermercado/cafe-en-grano-mezcla-marcilla-gran-aroma-1-kg/R-526626912/p
MESADELSUR-MARCILLA-GRAN-AROMA-250;Mezcla;Marcilla;España;;Marcilla Gran Aroma café molido mezcla;Marcilla Gran Aroma café molido mezcla (Marcilla) trae un perfil que recuerda a perfil redondo y amable. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;cacao, dulzor, frutos secos, equilibrio, aroma amable;molido;si;medio;No especificado;;media;6;6;6;6;6;6;6;42;;https://mesadelsur.com/cdn/shop/products/marcilla_3_1024x1024@2x.jpg?v=1611154793;https://mesadelsur.com/products/marcilla-gran-aroma-cafe-molido-mezcla
